iter	Logloss
256	0.4400592246
257	0.4399815732
258	0.4399616049
259	0.4398969239
260	0.4398375207
261	0.4397930374
262	0.4397500206
263	0.439716271
264	0.4396967002
265	0.4396619967
266	0.4396444914
267	0.4396445412
268	0.4396097256
269	0.4395301258
270	0.4394808265
271	0.439444653
272	0.4394007899
273	0.4393671716
274	0.4393428638
275	0.4392158905
276	0.4391779226
277	0.4391566913
278	0.4391263005
279	0.4390836641
280	0.4390682902
281	0.439053513
282	0.4390210444
283	0.4390209451
284	0.4389705595
285	0.4389317718
286	0.4388896254
287	0.4388392071
288	0.4388030655
289	0.4387700102
290	0.4387284711
291	0.4386640951
292	0.4386406292
293	0.4386043699
294	0.4386044694
295	0.4385652302
296	0.4385458044
297	0.4385217892
298	0.4384962668
299	0.4384009451
300	0.4383569405
301	0.4383321841
302	0.4383308894
303	0.4383091504
304	0.4381994424
305	0.4381826475
306	0.4381051127
307	0.4380634795
308	0.4380044485
309	0.4379586197
310	0.437938987
311	0.4379163726
312	0.4378275357
313	0.4378046837
314	0.4377782566
315	0.4377019273
316	0.4376836363
317	0.4376280433
318	0.437567225
319	0.4375536104
320	0.437511072
321	0.4374733926
322	0.4374355207
323	0.4373695056
324	0.4373641303
325	0.4373616295
326	0.4373138304
327	0.4372955108
328	0.4372610587
329	0.4372329578
330	0.4371955628
331	0.4371315225
332	0.4370980682
333	0.4370423776
334	0.4369980076
335	0.4369054797
336	0.436877885
337	0.4368525724
338	0.4368205054
339	0.436796271
340	0.4367516578
341	0.43670088
342	0.4366569476
343	0.436587492
344	0.4365221807
345	0.4364944452
346	0.436444864
347	0.4364229455
348	0.4363770225
349	0.4363586981
350	0.4363372779
351	0.4363155677
352	0.4362648809
353	0.4362286802
354	0.4362210703
355	0.4361876474
356	0.4361342345
357	0.4360802076
358	0.4360489024
359	0.4360124751
360	0.4359655969
361	0.435939722
362	0.4358843105
363	0.4358494247
364	0.4358235776
365	0.4357607825
366	0.4357300722
367	0.4356614539
368	0.4356321779
369	0.4355521325
370	0.4355064831
371	0.4354855987
372	0.4354285553
373	0.4353979446
374	0.4353334502
375	0.435224576
376	0.435172353
377	0.4350971679
378	0.4350394636
379	0.4350235026
380	0.4349651769
381	0.4349196624
382	0.4348420922
383	0.4347286441
384	0.434689203
385	0.4346333592
386	0.434561204
387	0.4345238458
388	0.43449383
389	0.4344664521
390	0.4344206863
391	0.4343728779
392	0.4343534493
393	0.4343240313
394	0.4342915819
395	0.4342305929
396	0.4341588325
397	0.434121454
398	0.4340433411
399	0.4340189873
400	0.4339698052
401	0.4339048499
402	0.4338433331
403	0.4337674413
404	0.4337027413
405	0.4336609041
406	0.4335850823
407	0.4335311202
408	0.4335086147
409	0.433438
410	0.4333604294
411	0.4333123631
412	0.4332617771
413	0.4332151279
414	0.4331899376
415	0.4331456601
416	0.4330798022
417	0.4330091391
418	0.4329254692
419	0.4328616182
420	0.4328476032
421	0.4327355155
422	0.4326451216
423	0.4326187858
424	0.432552152
425	0.4324748803
426	0.4324443769
427	0.4323583062
428	0.4323149768
429	0.4322717388
430	0.4321885611
431	0.4321328836
432	0.4320934328
433	0.432068182
434	0.4319729238
435	0.4319135906
436	0.4318933616
437	0.4318423769
438	0.4317749741
439	0.4317358231
440	0.4316480978
441	0.4315909994
442	0.43151323
443	0.4314354165
444	0.431332554
445	0.431251763
446	0.4311822305
447	0.431119517
448	0.4310657493
449	0.4310032166
450	0.4309413988
451	0.4308535976
452	0.4307316986
453	0.4306650604
454	0.4305714875
455	0.4304855431
456	0.4304444968
457	0.4303853112
458	0.4303371615
459	0.430273508
460	0.4301879894
461	0.4301488314
462	0.4300856058
463	0.4299978526
464	0.4298682523
465	0.4298169652
466	0.4297599677
467	0.4296981803
468	0.4295765796
469	0.4295090484
470	0.4294536755
471	0.429387188
472	0.4293290433
473	0.4292791532
474	0.4291892146
475	0.4291533323
476	0.4290830709
477	0.4289878057
478	0.4289422858
479	0.4288879137
480	0.4288479055
481	0.4287637703
482	0.4287061735
483	0.4286119383
484	0.4285749171
485	0.4285396862
486	0.4284726603
487	0.4284562657
488	0.4283959845
489	0.4282803868
490	0.4282390464
491	0.4281614426
492	0.4281271506
493	0.4280465531
494	0.4279347414
495	0.4278432047
496	0.42778894
497	0.4277061975
498	0.4276650589
499	0.4276172958
500	0.4275657533
501	0.4275154009
502	0.4274405126
503	0.4273962914
504	0.427338496
505	0.427288207
506	0.4272268365
507	0.4271693418
508	0.4271312758
509	0.427089037
510	0.42702871
511	0.4269600387
512	0.4269251045
513	0.4268773497
514	0.4268323211
515	0.4267870968
516	0.42675858
517	0.4266738743
518	0.4266238378
519	0.426543654
520	0.426504797
521	0.4264172232
522	0.4263652459
523	0.4263321493
524	0.4262709319
525	0.4261895394
526	0.4261561456
527	0.4260770389
528	0.425993399
529	0.4259470855
530	0.4259064919
531	0.425827577
532	0.4257817658
533	0.4257386686
534	0.4257099901
535	0.4256827545
536	0.4256400173
537	0.4255988262
538	0.4255249946
539	0.4254865336
540	0.4254102747
541	0.4253670339
542	0.4253359787
543	0.4252649151
544	0.4251983256
545	0.4251553911
546	0.4250900947
547	0.4250072504
548	0.4249347142
549	0.4248801058
550	0.4248293225
551	0.4247792375
552	0.4247318267
553	0.4246878539
554	0.4246061454
555	0.4245635116
556	0.4245261414
557	0.4244787346
558	0.4244061869
559	0.4243673274
560	0.424287507
561	0.4242307634
562	0.424194935
563	0.4241164796
564	0.4240442291
565	0.4240075572
566	0.4239723747
567	0.4238830668
568	0.4238365073
569	0.4237584276
570	0.4236797196
571	0.4236395679
572	0.4235942496
573	0.4234983615
574	0.4234636746
575	0.423382526
576	0.4233333327
577	0.4232885623
578	0.4232210327
579	0.4231864478
580	0.4231240793
581	0.4230986352
582	0.423052574
583	0.4230197769
584	0.4229830014
585	0.422935596
586	0.4228611437
587	0.4227882984
588	0.4227134719
589	0.4226635857
590	0.4225927777
591	0.4225241589
592	0.4224995099
593	0.422463738
594	0.4224055572
595	0.4223609829
596	0.4223185465
597	0.4222654236
598	0.4221826878
599	0.4221042206
600	0.4220261933
601	0.4219812725
602	0.4219352556
603	0.4218599719
604	0.4218069995
605	0.42174689
606	0.4217212955
607	0.4216928244
608	0.4216537576
609	0.4216204674
610	0.4215790251
611	0.4215394629
612	0.4214928523
613	0.4214544881
614	0.4213996219
615	0.4213673217
616	0.4213021289
617	0.4212621785
618	0.4212164033
619	0.4211363427
620	0.4210772089
621	0.4210463498
622	0.4210042612
623	0.4209748928
624	0.420953079
625	0.4209147174
626	0.4208985164
627	0.4208749108
628	0.4208252085
629	0.4207552384
630	0.4206790566
631	0.4205982944
632	0.4205685324
633	0.4205128849
634	0.4204255098
635	0.4203755175
636	0.420314699
637	0.4202618839
638	0.4201996739
639	0.4201685689
640	0.4201226099
641	0.4200518503
642	0.4200174118
643	0.4199860018
644	0.419947146
645	0.4198733428
646	0.419837415
647	0.4197742621
648	0.419725002
649	0.4196787421
650	0.4196409179
651	0.4195949559
652	0.4195651913
653	0.4194910005
654	0.4194609876
655	0.4194261999
656	0.4194057775
657	0.4193336829
658	0.4192927788
659	0.419242698
660	0.4191728204
661	0.4191055745
662	0.4190047868
663	0.4189663314
664	0.4189455639
665	0.4189080969
666	0.4188606886
667	0.4188303747
668	0.4187718407
669	0.4187479385
670	0.4187094294
671	0.4186699745
672	0.4186247071
673	0.4186026932
674	0.4185355114
675	0.4184666875
676	0.4183991098
677	0.4183155667
678	0.4182798875
679	0.4182214534
680	0.418192681
681	0.4181718075
682	0.4181566016
683	0.4181282793
684	0.4180842542
685	0.4180346553
686	0.4179814412
687	0.417961567
688	0.4178833559
689	0.4178113455
690	0.417780086
691	0.4177092684
692	0.417643721
693	0.4176032145
694	0.4175189272
695	0.4174997445
696	0.4174565118
697	0.4174041446
698	0.4173663834
699	0.4173009921
700	0.4172733103
701	0.4172248682
702	0.4171904739
703	0.4171545999
704	0.4171011856
705	0.4170551283
706	0.4169806928
707	0.4169343886
708	0.4168986139
709	0.4168532237
710	0.4168259202
711	0.4167881039
712	0.4167130596
713	0.4166778785
714	0.4165996856
715	0.4165307744
716	0.4164688806
717	0.4164363607
718	0.4163847217
719	0.4163662843
720	0.4163471085
721	0.4163186357
722	0.4162646226
723	0.4162371949
724	0.4161942685
725	0.4161863175
726	0.4161724534
727	0.4161062517
728	0.4160711974
729	0.4160374574
730	0.4159960703
731	0.4159401699
732	0.4159078984
733	0.4158371153
734	0.4158196966
735	0.4157687103
736	0.4157267229
737	0.4156650541
738	0.4156349334
739	0.4155936965
740	0.4155865367
741	0.4154992749
742	0.4154613276
743	0.4153998387
744	0.4153664977
745	0.4153256543
746	0.4152552067
747	0.4151929555
748	0.4151292399
749	0.4151021847
750	0.4150529296
751	0.4150231608
752	0.4149972657
753	0.4149479771
754	0.4148870692
755	0.4148451021
756	0.4148130546
757	0.4147694988
758	0.4147331525
759	0.414698884
760	0.4146641057
761	0.4145970634
762	0.4145370251
763	0.4144867871
764	0.414434357
765	0.4143882089
766	0.4143814231
767	0.4143350586
768	0.4143281747
769	0.414300119
770	0.4142082868
771	0.414137086
772	0.4141281938
773	0.4140808131
774	0.41404556
775	0.4139979848
776	0.4139483953
777	0.4139058074
778	0.4138818319
779	0.4138529012
780	0.4138193598
781	0.4137746102
782	0.4137583332
783	0.4136924655
784	0.4136401678
785	0.4135529321
786	0.4135118089
787	0.4134932498
788	0.4134293049
789	0.4133734805
790	0.4133263259
791	0.4132811098
792	0.4132571289
793	0.4132069734
794	0.4131675752
795	0.4131179269
796	0.4130756121
797	0.4130554147
798	0.412992251
799	0.4129631848
800	0.4129305407
801	0.4128639317
802	0.4128228411
803	0.4127546242
804	0.4127268957
805	0.4126995618
806	0.4126791369
807	0.4126626926
808	0.4126342475
809	0.4125964965
810	0.4125370672
811	0.4124853419
812	0.4124223798
813	0.4124107022
814	0.412379154
815	0.4123148252
816	0.4122884371
817	0.4122554215
818	0.4122345051
819	0.412188787
820	0.4120954402
821	0.4120364785
822	0.4119874356
823	0.4119761804
824	0.4119308013
825	0.411911798
826	0.4118510553
827	0.411808369
828	0.4118017378
829	0.4117781833
830	0.4117313936
831	0.4116641881
832	0.4116029943
833	0.4115711962
834	0.4115132404
835	0.4114494639
836	0.4113964731
837	0.4113548791
838	0.4112915127
839	0.411268259
840	0.41122616
841	0.4111773159
842	0.4111509843
843	0.4111367748
844	0.4110967694
845	0.411057966
846	0.4109976833
847	0.4109658841
848	0.4109253938
849	0.4108583206
850	0.4108292296
851	0.4108036929
852	0.4107734219
853	0.4107318356
854	0.4106899239
855	0.4106681047
856	0.4106412264
857	0.4105821126
858	0.4105309594
859	0.4105028897
860	0.4104761992
861	0.410447456
862	0.410353849
863	0.4103051815
864	0.4102677796
865	0.4102319914
866	0.4102040681
867	0.4101832925
868	0.4101343203
869	0.410091263
870	0.4100230332
871	0.4099827809
872	0.4099476272
873	0.4098921438
874	0.4098285909
875	0.4097926602
876	0.4097760092
877	0.4097245026
878	0.4096754074
879	0.4096520229
880	0.4096029016
881	0.4095870509
882	0.4095579976
883	0.4095130899
884	0.4094528649
885	0.4094074431
886	0.4093424859
887	0.4093198743
888	0.4092831736
889	0.4092664823
890	0.4092393055
891	0.4092169424
892	0.4091858597
893	0.4091377833
894	0.4091035489
895	0.4090477487
896	0.4090305288
897	0.4090039915
898	0.408972141
899	0.4089534816
900	0.4089325883
901	0.408922251
902	0.4089005588
903	0.4088875668
904	0.4088319216
905	0.4088002109
906	0.4087751107
907	0.4087459934
908	0.4087347656
909	0.4087098628
910	0.4086478447
911	0.40862397
912	0.4085807138
913	0.4085433179
914	0.4085225449
915	0.4084837557
916	0.4084598038
917	0.4084281509
918	0.4083998079
919	0.4083496288
920	0.4082492025
921	0.4081563255
922	0.4081234813
923	0.4080706095
924	0.4080484989
925	0.4080190585
926	0.4079731215
927	0.4079261398
928	0.4078981393
929	0.4078474176
930	0.4078106363
931	0.4077672845
932	0.407737346
933	0.4076965919
934	0.4076398335
935	0.4076267173
936	0.4076062491
937	0.4075824948
938	0.4075635368
939	0.4075137225
940	0.4074782694
941	0.407450661
942	0.4074006607
943	0.4073630668
944	0.4073274605
945	0.4073036328
946	0.4072775691
947	0.4072589093
948	0.4072049995
949	0.4071703583
950	0.4071118987
951	0.4070710223
952	0.4070393184
953	0.4070174328
954	0.4069844314
955	0.4069726072
956	0.4069191854
957	0.4068804251
958	0.4068447428
959	0.406808848
960	0.4067663175
961	0.4067202013
962	0.4066580518
963	0.4066342242
964	0.4065954624
965	0.4065796091
966	0.4065470382
967	0.4065400851
968	0.4065061283
969	0.4064840149
970	0.4064580009
971	0.4063962039
972	0.4063651224
973	0.4063497699
974	0.4063236827
975	0.4062959292
976	0.4062184412
977	0.4061886008
978	0.4061552058
979	0.4061470797
980	0.4061130443
981	0.4060980358
982	0.4060394404
983	0.4059960379
984	0.4059495174
985	0.4059120973
986	0.4058873519
987	0.4058686451
988	0.4057891399
989	0.4056997909
990	0.4056726615
991	0.4056046173
992	0.4055744512
993	0.4055394648
994	0.4054474967
995	0.4053798059
996	0.4053384078
997	0.4053006465
998	0.4052583109
999	0.4052229271
